,pokemon1_type,pokemon2_type,pokemon3_type,vulnerability 
5904,3,16,14,13
5905,17,11,7,10
5906,10,12,9,4
5907,8,9,17,10
5908,2,9,15,0
5909,5,7,4,15
5910,8,13,15,17
5911,15,3,13,0
5912,14,4,2,15
5913,15,6,5,14
5914,16,10,12,4
5915,11,10,11,3
5916,9,11,10,3
5917,12,14,4,13
5918,7,9,6,10
5919,2,4,17,0
5920,6,16,0,6
5921,16,1,17,16
5922,2,8,2,12
5923,1,14,14,2
5924,12,9,14,13
5925,13,2,14,5
5926,15,0,7,14
5927,0,14,15,1
5928,2,7,9,15
5929,1,14,17,10
5930,5,15,6,14
5931,15,14,9,10
5932,11,11,8,3
5933,2,12,9,0
5934,3,16,8,13
5935,0,4,12,13
5936,1,12,13,2
5937,8,1,10,12
5938,11,16,3,5
5939,14,17,14,10
5940,3,1,0,13
5941,15,7,5,0
5942,16,13,12,16
5943,3,8,11,12
5944,17,10,5,0
5945,9,2,8,12
5946,10,4,14,8
5947,7,2,13,15
5948,16,10,8,16
5949,7,6,7,8
5950,8,17,0,13
5951,8,17,9,10
5952,10,7,17,10
5953,3,9,0,13
5954,1,17,9,10
5955,15,6,15,11
5956,8,0,9,12
5957,12,14,0,13
5958,4,13,7,15
5959,3,15,12,13
5960,6,16,7,8
5961,0,4,3,13
5962,3,7,14,13
5963,0,4,9,1
5964,11,8,12,3
5965,4,14,2,15
5966,1,10,5,3
5967,1,6,9,5
5968,10,0,13,1
5969,4,15,17,0
5970,10,10,17,11
5971,5,5,17,0
5972,14,11,16,1
5973,1,17,5,0
5974,1,8,16,3
5975,14,2,7,10
5976,16,4,1,16
5977,11,13,14,5
5978,5,15,6,14
5979,5,13,13,1
5980,5,0,0,14
5981,17,11,0,14
5982,10,8,8,12
5983,10,5,16,11
5984,2,0,8,12
5985,0,12,5,13
5986,11,4,1,3
5987,14,10,5,10
5988,13,1,3,2
5989,16,10,1,16
5990,10,4,7,8
5991,3,7,9,10
5992,16,0,17,13
5993,16,17,10,16
5994,8,0,12,13
5995,6,8,12,5
5996,3,17,17,13
5997,0,7,3,13
5998,15,15,14,14
5999,0,0,12,13
6000,7,16,4,16
6001,16,7,0,10
6002,17,1,5,10
6003,2,5,12,0
6004,15,3,4,0
6005,16,2,17,0
6006,0,14,2,1
6007,4,1,10,16
6008,14,16,7,1
6009,0,6,9,13
6010,12,1,14,13
6011,10,14,12,4
6012,2,1,3,12
6013,17,8,12,13
6014,8,11,9,12
6015,1,6,6,5
6016,3,8,7,13
6017,7,2,13,15
6018,13,16,12,1
6019,15,6,17,0
6020,17,1,8,13
6021,5,13,4,0
6022,11,2,12,5
6023,5,6,0,14
6024,17,3,7,10
6025,13,12,17,13
6026,10,11,2,11
6027,11,13,5,5
6028,3,8,10,13
6029,10,8,0,11
6030,7,12,14,13
6031,16,15,8,16
6032,10,1,1,3
6033,9,2,12,0
6034,1,4,3,2
6035,6,14,5,10
6036,10,0,1,11
6037,6,17,14,10
6038,11,6,3,5
6039,7,11,2,5
6040,11,8,11,3
6041,5,13,8,17
6042,7,8,11,8
6043,12,6,15,4
6044,10,15,1,11
6045,15,15,13,0
6046,0,15,2,14
6047,12,8,10,4
6048,3,17,7,13
6049,4,16,12,16
6050,10,16,6,8
6051,0,12,17,13
6052,7,9,11,10
6053,11,16,4,16
6054,2,5,3,0
6055,13,9,16,1
6056,0,8,12,13
6057,10,4,7,8
6058,13,5,7,10
6059,1,15,9,3
6060,5,11,13,5
6061,0,14,10,1
6062,13,15,9,1
6063,3,9,15,0
6064,17,15,0,14
6065,16,9,8,12
6066,2,3,12,13
6067,9,5,17,10
6068,6,10,11,5
6069,0,7,9,10
6070,10,15,15,11
6071,12,8,0,13
6072,16,17,1,16
6073,10,15,1,11
6074,8,6,14,17
6075,8,15,8,12
6076,12,4,5,13
6077,2,1,2,12
6078,5,4,13,0
6079,6,5,4,6
6080,7,15,14,10
6081,5,6,14,10
6082,15,16,9,0
6083,10,5,4,11
6084,3,8,16,13
6085,9,9,15,10
6086,8,13,7,17
6087,7,13,14,10
6088,10,9,0,11
6089,17,16,7,0
6090,5,12,3,13
6091,1,13,2,5
6092,13,17,3,13
6093,16,5,1,16
6094,4,7,13,15
6095,16,16,15,16
6096,8,0,0,1
6097,0,7,6,8
6098,13,12,8,1
6099,2,11,16,5
6100,10,8,7,8
6101,13,15,3,1
6102,12,8,7,13
6103,10,9,10,11
6104,9,3,6,10
6105,12,17,1,13
6106,1,8,13,2
6107,0,5,17,13
6108,9,10,6,8
6109,13,1,6,2
6110,7,16,13,8
6111,12,4,4,15
6112,7,2,5,10
6113,13,5,8,17
6114,4,6,2,15
6115,10,16,14,4
6116,5,5,17,0
6117,9,1,10,10
6118,2,6,4,5
6119,5,1,3,10
6120,17,3,8,13
6121,0,4,12,13
6122,11,14,12,13
6123,11,6,14,5
6124,11,12,6,5
6125,12,13,14,13
6126,0,2,5,14
6127,6,0,10,8
6128,13,15,13,1
6129,11,17,5,0
6130,0,14,2,1
6131,10,1,17,3
6132,9,4,8,16
6133,4,16,9,7
6134,16,10,2,11
6135,10,6,2,11
6136,7,16,6,8
6137,3,17,15,0
6138,11,0,16,14
6139,9,7,16,8
6140,6,16,9,5
6141,9,13,17,10
6142,12,13,10,4
6143,11,13,1,2
6144,0,10,2,11
6145,0,4,3,13
6146,4,13,11,5
6147,17,14,16,13
6148,16,9,13,7
6149,17,13,12,13
6150,10,7,6,8
6151,1,5,7,10
6152,4,14,11,16
6153,8,7,12,17
6154,11,0,9,14
6155,0,16,16,16
6156,3,0,7,13
6157,0,14,16,1
6158,7,16,5,8
6159,4,17,5,0
6160,7,10,7,8
6161,17,9,5,10
6162,15,16,12,0
6163,9,10,6,8
6164,14,15,4,1
6165,10,12,12,4
6166,15,14,4,14
6167,3,0,1,13
6168,3,11,3,5
6169,13,12,7,1
6170,5,0,17,10
6171,15,11,15,14
6172,9,12,6,13
6173,12,7,11,8
6174,16,3,15,16
6175,17,16,16,16
6176,4,15,17,0
6177,0,13,16,1
6178,15,17,10,0
6179,4,7,12,15
6180,10,17,17,0
6181,12,10,8,4
6182,7,12,10,4
6183,13,8,9,1
6184,5,2,11,0
6185,12,11,1,3
6186,0,17,14,13
6187,5,9,2,0
6188,1,14,2,2
6189,10,9,9,10
6190,3,8,1,13
6191,1,5,3,2
6192,15,11,13,5
6193,9,12,6,13
6194,6,0,3,13
6195,0,10,7,8
6196,7,17,17,10
6197,14,1,10,2
6198,0,4,3,13
6199,12,7,0,13
6200,12,13,10,4
6201,9,3,3,13
6202,16,5,5,0
6203,17,6,4,13
6204,6,14,5,10
6205,15,6,2,11
6206,14,12,9,13
6207,8,12,0,13
6208,6,12,11,5
6209,2,2,11,5
6210,17,13,6,5
6211,17,17,1,10
6212,8,16,0,16
6213,2,14,10,11
6214,13,4,17,1
6215,2,4,2,15
6216,8,11,2,12
6217,13,7,13,1
6218,9,2,3,10
6219,13,10,6,5
6220,6,16,16,16
6221,16,9,10,10
6222,4,11,17,16
6223,1,9,6,10
6224,14,6,15,17
6225,7,2,6,15
6226,16,10,11,16
6227,12,3,15,13
6228,14,0,17,13
6229,9,12,16,13
6230,5,17,11,0
6231,13,10,10,11
6232,12,8,8,12
6233,14,16,5,17
6234,0,3,5,13
6235,0,2,5,14
6236,3,16,10,13
6237,11,2,14,5
6238,1,7,7,10
6239,1,6,15,5
6240,2,6,16,5
6241,1,13,5,2
6242,3,15,9,0
6243,8,8,3,12
6244,11,0,7,14
6245,10,6,3,8
6246,10,7,2,11
6247,17,8,4,0
6248,15,7,11,14
6249,6,7,14,8
6250,13,13,0,1
6251,2,12,16,0
6252,14,13,2,5
6253,0,5,3,13
6254,0,10,7,8
6255,1,7,7,10
6256,12,15,5,0
6257,6,11,17,5
6258,11,4,6,5
6259,0,0,9,1
6260,6,0,4,6
6261,16,13,3,16
6262,5,2,17,0
6263,10,6,7,8
6264,15,16,11,14
6265,3,16,3,13
6266,8,1,7,12
6267,2,9,1,12
6268,9,10,10,11
6269,13,13,10,1
6270,11,3,3,13
6271,3,15,11,14
6272,6,17,7,10
6273,9,2,4,15
6274,13,15,17,0
6275,5,16,7,0
6276,17,12,14,13
6277,11,11,3,5
6278,12,14,2,13
6279,1,17,2,0
6280,10,2,8,11
6281,0,7,0,1
6282,4,14,15,15
6283,11,4,13,5
6284,12,13,6,5
6285,5,2,13,0
6286,15,2,7,0
6287,11,0,13,1
6288,15,8,4,0
6289,3,3,6,13
6290,13,17,9,10
6291,0,8,1,13
6292,9,2,13,5
6293,3,7,7,10
6294,13,8,16,1
6295,17,11,7,10
6296,12,14,17,13
6297,12,17,8,13
6298,12,17,9,13
6299,14,9,8,17
6300,3,8,14,13
6301,10,4,8,11
6302,6,1,13,2
6303,17,1,0,13
6304,7,7,13,10
6305,11,1,5,3
6306,13,0,4,1
6307,10,14,10,4
6308,13,8,13,1
6309,0,17,5,13
6310,13,14,15,1
6311,0,0,13,1
6312,1,2,5,0
6313,10,0,7,8
6314,7,17,12,13
6315,2,14,13,5
6316,14,4,1,2
6317,11,2,0,14
6318,3,14,6,13
6319,7,7,7,10
6320,13,9,8,1
6321,9,3,2,10
6322,16,11,14,16
6323,1,17,0,13
6324,13,15,16,1
6325,17,17,0,13
6326,7,14,4,15
6327,6,11,8,5
6328,16,11,10,16
6329,2,7,12,15
6330,7,9,7,10
6331,8,16,9,17
6332,11,15,17,0
6333,10,7,11,8
6334,6,13,2,5
6335,15,16,6,11
6336,16,3,16,16
6337,6,2,3,5
6338,12,6,2,5
6339,14,5,6,10
6340,4,16,14,16
6341,10,10,9,11
6342,5,13,17,0
6343,9,4,5,10
6344,8,15,6,12
6345,10,13,15,11
6346,0,17,15,0
6347,6,0,11,14
6348,6,1,10,8
6349,12,10,10,4
6350,8,9,2,12
6351,4,4,2,15
6352,13,16,2,5
6353,14,9,2,10
6354,6,14,12,13
6355,16,3,12,13
6356,13,8,7,1
6357,10,6,14,8
6358,4,7,0,15
6359,9,6,11,5
6360,2,15,11,0
6361,11,1,11,3
6362,3,9,2,10
6363,14,9,17,10
6364,5,6,9,10
6365,16,5,17,0
6366,14,3,1,2
6367,9,3,10,10
6368,10,7,17,10
6369,11,3,13,5
6370,17,5,15,0
6371,15,8,8,12
6372,13,12,11,5
6373,8,14,6,17
6374,3,6,7,8
6375,4,1,3,15
6376,11,3,16,5
6377,5,11,16,14
6378,7,17,5,10
6379,3,10,9,13
6380,1,4,11,3
6381,9,14,12,13
6382,2,0,0,1
6383,4,1,4,15
6384,2,4,3,15
6385,17,0,11,14
6386,1,0,0,1
6387,4,6,6,5
6388,8,12,2,12
6389,14,17,15,0
6390,8,10,2,12
6391,3,9,1,13
6392,5,4,3,0
6393,15,11,6,14
6394,16,10,5,16
6395,0,5,5,14
6396,0,14,15,1
6397,13,0,5,1
6398,13,6,8,5
6399,16,2,5,0
6400,12,10,4,4
6401,16,4,16,16
6402,16,1,10,16
6403,3,0,9,13
6404,17,17,8,0
6405,6,14,17,10
6406,8,14,0,1
6407,12,10,2,4
6408,14,5,3,10
6409,9,7,1,10
6410,14,0,8,1
6411,11,15,5,14
6412,2,14,8,17
6413,14,14,3,13
6414,7,2,1,15
6415,12,14,2,13
6416,14,7,2,10
6417,4,12,2,15
6418,7,2,6,15
6419,17,14,0,13
6420,11,4,1,3
6421,10,15,16,11
6422,5,12,15,0
6423,2,8,4,12
6424,5,8,6,17
6425,5,17,11,0
6426,1,15,0,14
6427,7,7,17,10
6428,14,5,3,10
6429,16,2,14,16
6430,15,16,17,0
6431,0,17,10,13
6432,7,8,4,15
6433,10,15,0,11
6434,10,9,16,11
6435,1,12,13,2
6436,10,5,12,4
6437,12,1,4,13
6438,2,13,17,0
6439,12,4,12,13
6440,11,16,13,5
6441,8,11,12,17
6442,2,12,13,5
6443,17,3,6,13
6444,3,6,5,13
6445,7,15,2,15
6446,4,16,15,16
6447,6,4,13,5
6448,17,17,9,10
6449,3,7,16,13
6450,0,8,13,1
6451,9,1,16,3
6452,16,3,2,16
6453,0,12,6,13
6454,2,3,17,0
6455,7,2,17,10
6456,13,12,7,1
6457,1,5,4,3
6458,12,0,12,13
6459,17,16,7,0
6460,5,13,14,10
6461,7,6,15,8
6462,16,1,7,3
6463,10,8,4,11
6464,6,6,11,5
6465,17,0,12,13
6466,11,6,3,5
6467,13,14,9,1
6468,17,14,17,10
6469,11,15,12,14
6470,0,16,3,13
6471,2,0,0,1
6472,9,13,11,5
6473,2,16,0,11
6474,12,6,6,5
6475,11,15,13,5
6476,3,12,8,13
6477,11,12,11,3
6478,6,8,11,5
6479,15,6,4,11
6480,10,5,3,4
6481,13,2,14,5
6482,2,11,8,5
6483,7,2,9,10
6484,5,11,10,14
6485,4,5,13,15
6486,12,11,15,14
6487,17,12,11,0
6488,9,0,8,1
6489,14,9,5,10
6490,15,1,1,3
6491,4,15,5,0
6492,2,8,6,5
6493,17,5,14,10
6494,4,2,0,15
6495,16,7,1,10
6496,0,12,9,13
6497,16,8,0,16
6498,10,3,8,4
6499,17,14,4,13
6500,4,0,12,13
6501,14,4,2,15
6502,0,14,14,1
6503,13,8,9,1
6504,16,0,3,13
6505,9,1,4,3
6506,16,9,6,7
6507,4,15,10,11
6508,15,17,13,0
6509,7,5,2,10
6510,17,8,7,10
6511,9,3,13,10
6512,9,7,15,10
6513,0,12,14,13
6514,1,15,8,3
6515,16,5,13,16
6516,3,16,13,13
6517,16,8,16,16
6518,3,11,10,3
6519,14,8,11,17
6520,0,13,13,1
6521,15,9,16,0
6522,13,5,12,1
6523,7,14,14,10
6524,3,4,5,13
6525,11,9,7,10
6526,0,7,1,13
6527,10,8,11,11
6528,7,0,17,10
6529,9,1,8,3
6530,6,15,7,8
6531,5,1,4,14
6532,9,11,3,5
6533,12,11,12,4
6534,15,13,9,0
6535,0,7,17,13
6536,11,11,12,3
6537,7,1,6,8
6538,17,15,10,0
6539,12,15,11,14
6540,17,12,17,13
6541,4,7,2,15
6542,3,6,0,13
6543,0,5,16,14
6544,7,12,13,13
6545,0,0,5,14
6546,13,3,8,1
6547,5,1,2,0
6548,3,6,6,5
6549,1,7,14,2
6550,7,6,15,8
6551,11,5,7,14
6552,10,4,13,11
6553,4,0,6,16
6554,8,16,0,16
6555,12,14,13,13
6556,9,6,6,5
6557,15,12,15,0
6558,12,1,16,13
6559,14,6,11,5
6560,12,4,7,15
6561,8,8,12,17
6562,9,4,15,15
6563,1,15,17,0
6564,11,8,4,3
6565,3,12,15,13
6566,13,9,15,1
6567,8,12,16,17
6568,9,10,1,10
6569,16,13,17,16
6570,2,6,15,5
6571,12,2,17,0
6572,9,17,9,10
6573,17,17,6,10
6574,11,4,9,3
6575,4,1,15,15
6576,5,4,13,0
6577,11,17,14,10
6578,2,6,6,5
6579,16,17,16,16
6580,15,7,4,15
6581,9,10,8,11
6582,3,15,16,0
6583,13,16,4,16
6584,7,17,5,10
6585,5,8,9,17
6586,16,17,7,10
6587,2,4,16,16
6588,16,16,0,16
6589,11,16,0,14
6590,12,0,13,13
6591,9,10,15,11
6592,4,8,7,15
6593,4,14,14,1
6594,2,0,16,11
6595,6,13,13,5
6596,8,15,4,12
6597,2,4,8,12
6598,2,17,8,0
6599,0,8,17,13
6600,1,12,4,3
6601,17,0,8,13
6602,1,1,13,2
6603,7,5,11,14
6604,9,13,11,5
6605,7,12,5,10
6606,9,2,12,0
6607,15,5,6,14
6608,13,4,14,1
6609,12,15,17,0
6610,12,4,3,13
6611,10,2,14,11
6612,10,2,4,11
6613,10,4,10,11
6614,8,10,13,17
6615,0,13,0,1
6616,13,7,10,8
6617,6,17,17,0
6618,16,3,17,13
6619,3,11,12,3
6620,12,2,2,0
6621,15,15,12,0
6622,11,17,17,0
6623,15,17,3,0
6624,8,13,2,5
6625,5,6,1,10
6626,12,10,11,4
6627,11,11,9,3
6628,4,0,1,16
6629,12,15,8,4
6630,12,11,9,4
6631,4,11,13,5
6632,15,4,12,0
6633,16,11,8,16
6634,14,8,8,17
6635,7,13,8,8
6636,10,3,5,4
6637,5,3,4,0
6638,13,2,15,5
6639,16,0,1,16
6640,3,0,5,13
6641,2,0,9,12
6642,13,10,8,1
6643,14,5,11,17
6644,7,1,0,10
6645,8,17,13,0
6646,11,11,3,5
6647,14,3,0,13
6648,12,9,5,10
6649,17,13,5,0
6650,3,5,14,13
6651,1,6,6,5
6652,7,4,10,8
6653,0,13,2,5
6654,16,17,15,0
6655,8,6,17,0
6656,12,7,4,15
6657,10,10,9,11
6658,16,16,10,16
6659,2,7,17,0
6660,0,16,9,1
6661,17,13,16,0
6662,0,9,6,13
6663,12,13,14,13
6664,11,16,8,3
6665,0,6,13,5
6666,12,15,5,0
6667,16,4,14,16
6668,10,17,16,0
6669,2,1,14,2
6670,6,16,12,5
6671,15,11,8,14
6672,10,15,8,11
6673,2,1,13,2
6674,7,8,10,8
6675,17,1,13,2
6676,11,16,10,3
6677,3,3,1,13
6678,4,1,4,15
6679,3,10,8,13
6680,8,6,6,5
6681,12,2,17,0
6682,8,2,15,12
6683,6,5,3,6
6684,14,9,17,10
6685,13,17,7,10
6686,16,10,6,8
6687,12,9,16,13
6688,14,3,7,10
6689,7,6,3,8
6690,6,14,3,13
6691,13,8,3,1
6692,1,7,10,8
6693,2,15,1,11
6694,3,2,7,15
6695,10,6,9,8
6696,11,13,17,5
6697,7,10,16,8
6698,6,11,6,5
6699,3,13,7,13
6700,5,12,2,0
6701,2,13,10,5
6702,5,8,0,14
6703,7,9,3,10
6704,7,3,11,8
6705,9,13,6,5
6706,4,8,0,16
6707,9,15,0,14
6708,13,12,6,5
6709,14,11,0,1
6710,15,0,1,14
6711,2,6,12,5
6712,12,5,10,4
6713,4,13,0,1
6714,13,0,17,1
6715,5,10,13,0
6716,4,11,7,15
6717,3,11,2,5
6718,7,3,13,10
6719,5,3,4,0
6720,2,10,4,11
6721,6,7,8,8
6722,0,12,11,14
6723,1,15,12,3
6724,13,2,3,5
6725,17,1,17,10
6726,10,1,14,2
6727,11,17,14,10
6728,8,1,7,12
6729,7,8,0,12
6730,7,13,3,10
6731,6,14,7,8
6732,2,6,14,5
6733,4,6,5,15
6734,12,6,5,13
6735,11,3,7,5
6736,16,17,17,0
6737,1,6,16,5
6738,16,14,4,16
6739,2,17,1,0
6740,17,17,15,0
6741,4,16,15,16
6742,11,15,11,14
6743,12,13,16,13
6744,4,1,14,2
6745,6,16,11,5
6746,17,13,11,5
6747,2,6,14,5
6748,9,10,7,10
6749,10,17,11,0
6750,11,14,8,17
6751,7,0,7,10
6752,6,10,16,8
6753,14,15,17,0
6754,3,1,4,13
6755,16,0,7,1
6756,13,12,13,1
6757,11,3,17,13
6758,11,3,9,5
6759,11,0,1,3
6760,10,13,2,11
6761,10,9,12,4
6762,8,9,10,12
6763,11,16,6,5
6764,0,5,1,14
6765,15,16,0,14
6766,1,2,1,3
6767,5,8,0,14
6768,7,9,5,10
6769,5,11,5,14
6770,17,0,1,13
6771,9,13,5,10
6772,7,10,15,8
6773,9,13,13,1
6774,15,15,4,0
6775,6,6,15,5
6776,12,10,1,4
6777,7,15,12,0
6778,7,13,14,10
6779,1,12,14,13
6780,9,1,0,10
6781,2,0,13,1
6782,9,14,11,10
6783,11,10,1,3
6784,7,13,9,10
6785,3,0,9,13
6786,17,11,9,10
6787,7,5,8,17
6788,11,17,5,0
6789,8,14,10,17
6790,15,9,14,10
6791,6,8,17,0
6792,9,10,0,10
6793,5,14,3,10
6794,16,1,11,3
6795,15,1,12,11
6796,8,13,10,17
6797,5,6,13,5
6798,10,15,2,11
6799,2,12,10,11
6800,0,17,9,13
6801,1,9,13,2
6802,3,14,6,13
6803,12,11,3,4
6804,11,16,2,5
6805,16,16,15,16
6806,6,7,13,5
6807,16,15,2,0
6808,17,4,6,13
6809,5,12,8,17
6810,11,7,6,5
6811,4,5,5,0
6812,16,0,6,16
6813,2,13,6,5
6814,10,15,12,11
6815,16,2,12,16
6816,5,13,0,1
6817,6,0,3,13
6818,11,6,10,5
6819,17,0,5,10
6820,4,6,2,15
6821,17,8,1,13
6822,13,2,16,5
6823,13,15,0,1
6824,6,0,10,8
6825,11,9,4,3
6826,10,0,7,8
6827,16,8,10,16
6828,15,3,6,14
6829,5,13,4,0
6830,0,1,6,13
6831,1,9,0,3
6832,13,17,16,1
6833,15,1,17,0
6834,9,10,7,10
6835,10,3,13,4
6836,15,9,12,0
6837,6,16,12,5
6838,14,14,7,10
6839,16,2,10,11
6840,8,16,6,17
6841,17,0,1,13
6842,5,0,11,14
6843,16,5,15,0
6844,11,2,0,14
6845,14,5,3,10
6846,4,8,8,12
6847,17,1,8,13
6848,14,4,13,1
6849,10,12,6,4
6850,4,10,11,16
6851,0,9,16,1
6852,4,7,12,15
6853,0,17,16,13
6854,13,1,13,2
6855,4,12,7,15
6856,13,17,7,10
6857,0,0,16,1
6858,15,10,11,11
6859,3,13,3,13
6860,7,1,14,10
6861,6,8,13,5
6862,13,1,4,2
6863,9,14,11,10
6864,2,15,2,0
6865,11,12,5,14
6866,0,15,16,14
6867,12,3,7,13
6868,13,10,8,1
6869,12,7,6,8
6870,16,2,4,16
6871,14,12,17,13
6872,11,12,16,3
6873,0,15,0,14
6874,16,3,0,13
6875,14,5,6,10
6876,12,2,7,15
6877,1,14,3,2
6878,1,8,13,2
6879,4,4,5,15
6880,16,17,9,10
6881,9,6,14,10
6882,12,9,8,13
6883,15,3,4,0
6884,16,13,9,7
6885,0,5,15,14
6886,11,16,14,3
6887,14,13,1,2
6888,15,12,5,0
6889,17,11,16,0
6890,4,2,10,11
6891,17,11,2,0
6892,12,8,2,12
6893,17,11,1,3
6894,6,4,14,5
6895,11,6,11,5
6896,11,5,14,14
6897,0,13,11,1
6898,2,5,11,0
6899,3,17,6,13
6900,8,13,4,17
6901,1,14,10,2
6902,12,15,15,0
6903,1,10,16,3
6904,17,16,8,0
6905,13,7,4,15
6906,14,13,12,1
6907,3,17,9,13
6908,4,17,7,10
6909,10,12,17,13
6910,3,12,16,13
6911,6,15,0,14
6912,5,11,15,14
6913,13,15,13,1
6914,15,7,16,0
6915,3,12,0,13
6916,10,8,8,12
6917,1,10,14,2
6918,16,16,13,16
6919,14,15,11,14
6920,8,9,6,12
6921,10,1,12,4
6922,12,9,14,13
6923,7,4,12,15
6924,16,14,6,16
6925,9,13,7,10
6926,6,7,15,8
6927,13,13,2,5
6928,16,10,4,16
6929,0,1,3,13
6930,7,6,16,8
6931,11,2,0,14
6932,7,9,6,10
6933,1,13,13,2
6934,2,10,0,11
6935,3,15,9,0
6936,8,9,13,17
6937,16,9,15,7
6938,3,11,12,3
6939,16,15,10,11
6940,12,8,13,13
6941,1,8,5,17
6942,0,7,4,15
6943,17,14,15,0
6944,1,2,11,5
6945,5,16,3,0
6946,16,17,2,0
6947,16,15,1,16
6948,13,9,1,2
6949,0,3,1,13
6950,14,1,13,2
6951,4,1,13,2
6952,9,7,3,10
6953,6,4,14,5
6954,15,4,3,0
6955,1,4,0,3
6956,4,1,12,16
6957,5,2,5,0
6958,17,13,16,0
6959,17,3,6,13
6960,8,2,13,5
6961,14,4,7,15
6962,4,7,5,15
6963,14,5,11,17
6964,16,9,8,12
6965,5,3,15,0
6966,17,2,5,0
6967,1,13,15,2
6968,6,2,11,5
6969,9,2,15,0
6970,12,9,11,4
6971,6,0,8,6
6972,17,0,11,14
6973,17,15,9,0
6974,10,0,13,1
6975,7,13,7,10
6976,15,12,0,14
6977,7,13,10,8
6978,1,5,16,3
6979,13,9,9,10
6980,4,11,15,14
6981,7,12,13,13
6982,0,12,3,13
6983,10,3,2,11
6984,9,17,16,0
6985,3,13,7,13
6986,2,9,17,0
6987,6,7,3,8
6988,10,12,5,4
6989,15,16,0,14
6990,0,13,5,1
6991,6,5,10,8
6992,6,3,13,5
6993,6,1,13,2
6994,12,12,12,13
6995,3,7,3,13
6996,2,8,6,5
6997,12,0,15,14
6998,14,10,15,11
6999,9,13,7,10
7000,16,4,4,16
7001,4,15,2,15
7002,13,17,6,5
7003,12,10,11,4
7004,9,17,17,10
7005,3,2,3,13
7006,17,7,13,10
7007,16,1,14,2
7008,11,1,1,3
7009,4,6,3,15
7010,8,5,14,17
7011,3,11,6,5
7012,10,11,14,4
7013,13,11,13,5
7014,3,13,6,5
7015,16,2,17,0
7016,2,15,17,0
7017,10,1,16,11
7018,8,7,2,12
7019,11,15,5,14
7020,1,5,8,17
7021,4,6,2,15
7022,3,16,11,16
7023,2,0,15,11
7024,13,6,8,5
7025,12,15,4,0
7026,12,2,17,0
7027,5,14,1,10
7028,15,5,12,0
7029,14,3,7,10
7030,1,7,10,8
7031,11,13,7,5
7032,14,7,8,17
7033,13,15,8,1
7034,4,12,7,15
7035,11,3,8,5
7036,10,10,9,11
7037,16,12,10,4
7038,17,16,16,16
7039,10,11,9,11
7040,4,4,10,16
7041,5,7,6,10
7042,9,17,15,0
7043,7,17,6,10
7044,5,5,1,10
7045,10,9,4,11
7046,4,13,4,15
7047,16,15,14,16
7048,1,14,16,2
7049,2,5,7,0
7050,6,1,9,6
7051,10,14,13,1
7052,11,2,14,5
7053,5,0,9,10
7054,17,15,17,0
7055,14,4,4,15
7056,7,2,0,15
7057,5,5,15,0
7058,16,12,3,13
7059,12,12,5,13
7060,6,9,14,10
7061,1,9,16,3
7062,0,8,3,13
7063,9,15,5,0
7064,9,8,1,12
7065,16,6,4,16
7066,10,9,7,8
7067,7,0,10,8
7068,13,9,17,10
7069,13,3,7,1
7070,3,12,12,13
7071,7,5,2,10
7072,10,16,4,16
7073,16,2,16,16
7074,2,7,17,0
7075,6,8,7,8
7076,8,8,3,12
7077,11,4,7,15
7078,12,9,1,13
7079,15,2,8,0
7080,11,1,7,3
7081,16,7,12,13
7082,7,3,7,10
7083,12,7,3,13
7084,14,11,17,10
7085,15,2,10,11
7086,3,9,2,10
7087,3,6,10,8
7088,0,10,12,13
7089,4,9,10,10
7090,10,16,5,11
7091,1,5,9,10
7092,9,7,8,10
7093,2,10,12,11
7094,1,7,8,3
7095,1,7,10,8
7096,1,14,7,2
7097,4,10,8,16
7098,11,10,1,3
7099,16,3,14,13
7100,4,10,1,16
7101,1,0,0,1
7102,11,2,6,5
7103,1,5,6,10
7104,14,14,14,1
7105,5,3,10,0
7106,12,11,9,4
7107,12,2,4,15
7108,16,9,7,10
7109,11,8,7,3
7110,3,9,3,13
7111,10,6,0,8
7112,16,15,9,7
7113,0,14,11,1
7114,9,12,16,13
7115,8,12,2,12
7116,8,14,14,17
7117,0,16,4,16
7118,10,4,9,11
7119,3,12,4,13
7120,10,8,6,8
7121,3,12,6,13
7122,16,11,1,3
7123,13,6,3,5
7124,11,13,12,5
7125,6,10,0,8
7126,10,4,16,16
7127,10,12,2,11
7128,6,5,6,6
7129,1,12,14,13
7130,5,4,10,0
7131,7,4,10,8
7132,14,11,5,17
7133,10,9,0,11
7134,15,9,11,14
7135,14,17,15,0
7136,2,10,10,11
7137,0,16,5,14
7138,8,13,4,17
7139,13,17,5,0
7140,3,9,10,13
7141,1,7,4,15
7142,14,5,15,17
7143,14,5,2,10
7144,15,11,0,14
7145,14,6,3,13
7146,7,4,5,15
7147,15,9,1,11
7148,17,17,16,0
7149,4,4,1,15
7150,14,12,12,13
7151,6,17,9,10
7152,5,1,4,14
7153,11,10,14,3
7154,13,2,6,5
7155,5,3,16,0
7156,5,8,16,17
7157,6,12,16,5
7158,1,10,11,3
7159,5,2,6,5
7160,5,11,9,14
7161,12,8,5,17
7162,15,8,2,0
7163,14,4,13,1
7164,6,10,3,8
7165,10,4,6,8
7166,1,1,2,3
7167,9,9,13,10
7168,9,0,2,10
7169,6,2,1,5
7170,17,16,12,13
7171,11,15,12,14
7172,5,9,14,10
